Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Sir Keir Starmer (Labour, Holborn and St Pancras)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4514,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Sir Mark Tami (Labour, Alyn and Deeside)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-1383,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Stephen Morgan (Labour, Portsmouth South)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4653,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Stuart Andrew (Conservative, Daventry)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4032,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Suella Braverman (Reform UK, Fareham and Waterlooville)",,,,1,,,"a vote, 4 years ago",moderate (decided by a free vote; 1 contrary item on record),3,mp-votes.html#mp-4475,"CONFLICTING SIGNALS - review all evidence | 2026-01-05 PQ: Freedom of Expression and Religious Freedom ""Freedom of Expression and Religious Freedom"" [+: Raises concern over policing of silent prayer, defends religious freedom] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Tahir Ali (Labour, Birmingham Hall Green and Moseley)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4747,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Vicky Foxcroft (Labour, Lewisham North)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4491,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Wes Streeting (Labour, Ilford North)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-4504,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Yasmin Qureshi (Labour, Bolton South and Walkden)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),3,mp-votes.html#mp-3924,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Alan Mak (Conservative, Havant)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4484,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Alberto Costa (Conservative, South Leicestershire)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4439,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Alex Burghart (Conservative, Brentwood and Ongar)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4613,2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote],,
"Angela Rayner (Labour, Ashton-under-Lyne)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4356,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Barry Gardiner (Labour, Brent West)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-146,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Chris Bryant (Labour, Rhondda and Ogmore)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-1446,2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote],,
"Claire Coutinho (Conservative, East Surrey)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4806,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Darren Jones (Labour, Bristol North West)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4621,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"David Mundell (Conservative, Dumfriesshire, Clydesdale and Tweeddale)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-1512,2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote],,
"Derek Twigg (Labour, Widnes and Halewood)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-429,2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote],,
"Emily Thornberry (Labour, Islington South and Finsbury)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-1536,2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote],,
"Florence Eshalomi (Labour (Co-op), Vauxhall and Camberwell Green)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4870,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Helen Grant (Conservative, Maidstone and Malling)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4018,2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote],,
"Helen Whately (Conservative, Faversham and Mid Kent)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4527,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Janet Daby (Labour, Lewisham East)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4698,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"John Healey (Labour, Rawmarsh and Conisbrough)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),2,mp-votes.html#mp-400,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Jonathan Reynolds (Labour (Co-op), Stalybridge and Hyde)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4119,2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote],,
"Julia Lopez (Conservative, Hornchurch and Upminster)",,,,1,,,"a vote, 4 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4647,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Kate Osamor (Labour (Co-op), Edmonton and Winchmore Hill)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4515,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Lisa Nandy (Labour, Wigan)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4082,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Matt Rodda (Labour, Reading Central)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4654,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Matthew Pennycook (Labour, Greenwich and Woolwich)",,,,1,,,"a vote, 5 years ago",strong (decided by a free vote),2,mp-votes.html#mp-4520,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
