Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Anna Turley (Labour (Co-op), Redcar)",,,1,,,,no evidence,,0,mp-votes.html#mp-4449,No recorded activity on this area (ledger from 2026-02-03),,
"Anneliese Midgley (Labour, Knowsley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5038,No recorded activity on this area (ledger from 2026-02-03),,
"Antonia Bance (Labour, Tipton and Wednesbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5048,No recorded activity on this area (ledger from 2026-02-03),,
"Aphra Brandreth (Conservative, Chester South and Eddisbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5241,No recorded activity on this area (ledger from 2026-02-03),,
"Ayoub Khan (Independent, Birmingham Perry Barr)",,,1,,,,no evidence,,0,mp-votes.html#mp-5357,No recorded activity on this area (ledger from 2026-02-03),,
"Baggy Shanker (Labour (Co-op), Derby South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5176,No recorded activity on this area (ledger from 2026-02-03),,
"Bambos Charalambous (Labour, Southgate and Wood Green)",,,1,,,,no evidence,,0,mp-votes.html#mp-4610,No recorded activity on this area (ledger from 2026-02-03),,
"Barry Gardiner (Labour, Brent West)",,,1,,,,no evidence,,0,mp-votes.html#mp-146,No recorded activity on this area (ledger from 2026-02-03),,
"Becky Gittins (Labour, Clwyd East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5181,No recorded activity on this area (ledger from 2026-02-03),,
"Ben Coleman (Labour, Chelsea and Fulham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5344,No recorded activity on this area (ledger from 2026-02-03),,
"Ben Goldsborough (Labour, South Norfolk)",,,1,,,,no evidence,,0,mp-votes.html#mp-5205,No recorded activity on this area (ledger from 2026-02-03),,
"Ben Obese-Jecty (Conservative, Huntingdon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5089,No recorded activity on this area (ledger from 2026-02-03),,
"Blair McDougall (Labour, East Renfrewshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5076,No recorded activity on this area (ledger from 2026-02-03),,
"Blake Stephenson (Conservative, Mid Bedfordshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5100,No recorded activity on this area (ledger from 2026-02-03),,
"Bobby Dean (Liberal Democrat, Carshalton and Wallington)",,,1,,,,no evidence,,0,mp-votes.html#mp-5083,No recorded activity on this area (ledger from 2026-02-03),,
"Bradley Thomas (Conservative, Bromsgrove)",,,1,,,,no evidence,,0,mp-votes.html#mp-5186,No recorded activity on this area (ledger from 2026-02-03),,
"Brendan O'Hara (Scottish National Party, Argyll, Bute and South Lochaber)",,,1,,,,no evidence,,0,mp-votes.html#mp-4371,No recorded activity on this area (ledger from 2026-02-03),,
"Brian Leishman (Labour, Alloa and Grangemouth)",,,1,,,,no evidence,,0,mp-votes.html#mp-5196,No recorded activity on this area (ledger from 2026-02-03),,
"Brian Mathew (Liberal Democrat, Melksham and Devizes)",,,1,,,,no evidence,,0,mp-votes.html#mp-5214,No recorded activity on this area (ledger from 2026-02-03),,
"Callum Anderson (Labour, Buckingham and Bletchley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5193,No recorded activity on this area (ledger from 2026-02-03),,
"Calum Miller (Liberal Democrat, Bicester and Woodstock)",,,1,,,,no evidence,,0,mp-votes.html#mp-5346,No recorded activity on this area (ledger from 2026-02-03),,
"Cameron Thomas (Independent, Tewkesbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5354,No recorded activity on this area (ledger from 2026-02-03),,
"Carla Denyer (Green Party, Bristol Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-5102,No recorded activity on this area (ledger from 2026-02-03),,
"Carla Lockhart (Democratic Unionist Party, Upper Bann)",,,1,,,,no evidence,,0,mp-votes.html#mp-4857,No recorded activity on this area (ledger from 2026-02-03),,
"Caroline Voaden (Liberal Democrat, South Devon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5216,No recorded activity on this area (ledger from 2026-02-03),,
"Carolyn Harris (Labour, Neath and Swansea East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4480,No recorded activity on this area (ledger from 2026-02-03),,
"Cat Eccles (Labour, Stourbridge)",,,1,,,,no evidence,,0,mp-votes.html#mp-5293,No recorded activity on this area (ledger from 2026-02-03),,
"Catherine Atkinson (Labour, Derby North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5143,No recorded activity on this area (ledger from 2026-02-03),,
"Catherine McKinnell (Labour, Newcastle upon Tyne North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4125,No recorded activity on this area (ledger from 2026-02-03),,
"Charlie Dewhirst (Conservative, Bridlington and The Wolds)",,,1,,,,no evidence,,0,mp-votes.html#mp-5169,No recorded activity on this area (ledger from 2026-02-03),,
"Charlie Maynard (Liberal Democrat, Witney)",,,1,,,,no evidence,,0,mp-votes.html#mp-5325,No recorded activity on this area (ledger from 2026-02-03),,
"Charlotte Cane (Liberal Democrat, Ely and East Cambridgeshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5182,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Bloore (Labour, Redditch)",,,1,,,,no evidence,,0,mp-votes.html#mp-5109,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Coghlan (Liberal Democrat, Dorking and Horley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5198,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Curtis (Labour, Milton Keynes North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5118,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Elmore (Labour, Bridgend)",,,1,,,,no evidence,,0,mp-votes.html#mp-4572,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Evans (Labour (Co-op), Caerphilly)",,,1,,,,no evidence,,0,mp-votes.html#mp-4040,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Hazzard (Sinn Féin, South Down)",,,1,,,,no evidence,,0,mp-votes.html#mp-4636,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Hinchliff (Labour, North East Hertfordshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5244,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Kane (Labour, Stirling and Strathallan)",,,1,,,,no evidence,,0,mp-votes.html#mp-5155,No recorded activity on this area (ledger from 2026-02-03),,
"Chris McDonald (Labour, Stockton North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5116,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Murray (Labour, Edinburgh East and Musselburgh)",,,1,,,,no evidence,,0,mp-votes.html#mp-5245,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Philp (Conservative, Croydon South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4503,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Vince (Labour (Co-op), Harlow)",,,1,,,,no evidence,,0,mp-votes.html#mp-5237,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Webb (Labour, Blackpool South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5025,No recorded activity on this area (ledger from 2026-02-03),,
"Claire Coutinho (Conservative, East Surrey)",,,1,,,,no evidence,,0,mp-votes.html#mp-4806,No recorded activity on this area (ledger from 2026-02-03),,
"Claire Hazelgrove (Labour, Filton and Bradley Stoke)",,,1,,,,no evidence,,0,mp-votes.html#mp-5306,No recorded activity on this area (ledger from 2026-02-03),,
"Claire Hughes (Labour, Bangor Aberconwy)",,,1,,,,no evidence,,0,mp-votes.html#mp-5113,No recorded activity on this area (ledger from 2026-02-03),,
"Claire Young (Liberal Democrat, Thornbury and Yate)",,,1,,,,no evidence,,0,mp-votes.html#mp-5140,No recorded activity on this area (ledger from 2026-02-03),,
"Clive Efford (Labour, Eltham and Chislehurst)",,,1,,,,no evidence,,0,mp-votes.html#mp-165,No recorded activity on this area (ledger from 2026-02-03),,
"Clive Jones (Liberal Democrat, Wokingham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5207,No recorded activity on this area (ledger from 2026-02-03),,
"Clive Lewis (Labour, Norwich South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4500,No recorded activity on this area (ledger from 2026-02-03),,
"Connor Naismith (Labour, Crewe and Nantwich)",,,1,,,,no evidence,,0,mp-votes.html#mp-5273,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Caroline Dinenage (Conservative, Gosport)",,,1,,,,no evidence,,0,mp-votes.html#mp-4008,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Chi Onwurah (Labour, Newcastle upon Tyne Central and West)",,,1,,,,no evidence,,0,mp-votes.html#mp-4124,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Diana Johnson (Labour, Kingston upon Hull North and Cottingham)",,,1,,,,no evidence,,0,mp-votes.html#mp-1533,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Harriett Baldwin (Conservative, West Worcestershire)",,,1,,,,no evidence,,0,mp-votes.html#mp-4107,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Karen Bradley (Conservative, Staffordshire Moorlands)",,,1,,,,no evidence,,0,mp-votes.html#mp-4110,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Meg Hillier (Labour (Co-op), Hackney South and Shoreditch)",,,1,,,,no evidence,,0,mp-votes.html#mp-1524,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Siobhain McDonagh (Labour, Mitcham and Morden)",,,1,,,,no evidence,,0,mp-votes.html#mp-193,No recorded activity on this area (ledger from 2026-02-03),,
"Damian Hinds (Conservative, East Hampshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-3969,No recorded activity on this area (ledger from 2026-02-03),,
"Damien Egan (Labour, Bristol North East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5010,No recorded activity on this area (ledger from 2026-02-03),,
"Dan Aldridge (Labour, Weston-super-Mare)",,,1,,,,no evidence,,0,mp-votes.html#mp-5172,No recorded activity on this area (ledger from 2026-02-03),,
"Dan Jarvis (Labour, Barnsley North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4243,No recorded activity on this area (ledger from 2026-02-03),,
"Dan Norris (Independent, North East Somerset and Hanham)",,,1,,,,no evidence,,0,mp-votes.html#mp-221,No recorded activity on this area (ledger from 2026-02-03),,
"Dan Tomlinson (Labour, Chipping Barnet)",,,1,,,,no evidence,,0,mp-votes.html#mp-5282,No recorded activity on this area (ledger from 2026-02-03),,
"Daniel Francis (Labour, Bexleyheath and Crayford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5184,No recorded activity on this area (ledger from 2026-02-03),,
"Daniel Zeichner (Labour, Cambridge)",,,1,,,,no evidence,,0,mp-votes.html#mp-4382,No recorded activity on this area (ledger from 2026-02-03),,
"Danny Beales (Labour, Uxbridge and South Ruislip)",,,1,,,,no evidence,,0,mp-votes.html#mp-5339,No recorded activity on this area (ledger from 2026-02-03),,
"Darren Paffey (Labour, Southampton Itchen)",,,1,,,,no evidence,,0,mp-votes.html#mp-5270,No recorded activity on this area (ledger from 2026-02-03),,
"Dave Robertson (Labour, Lichfield)",,,1,,,,no evidence,,0,mp-votes.html#mp-5126,No recorded activity on this area (ledger from 2026-02-03),,
"David Baines (Labour, St Helens North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5092,No recorded activity on this area (ledger from 2026-02-03),,
"David Chadwick (Liberal Democrat, Brecon, Radnor and Cwm Tawe)",,,1,,,,no evidence,,0,mp-votes.html#mp-5284,No recorded activity on this area (ledger from 2026-02-03),,
"David Davis (Conservative, Goole and Pocklington)",,,1,,,,no evidence,,0,mp-votes.html#mp-373,No recorded activity on this area (ledger from 2026-02-03),,
"David Pinto-Duschinsky (Labour, Hendon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5360,No recorded activity on this area (ledger from 2026-02-03),,
"David Reed (Conservative, Exmouth and Exeter East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5347,No recorded activity on this area (ledger from 2026-02-03),,
"David Simmonds (Conservative, Ruislip, Northwood and Pinner)",,,1,,,,no evidence,,0,mp-votes.html#mp-4872,No recorded activity on this area (ledger from 2026-02-03),,
"David Taylor (Labour, Hemel Hempstead)",,,1,,,,no evidence,,0,mp-votes.html#mp-5348,No recorded activity on this area (ledger from 2026-02-03),,
"David Williams (Labour, Stoke-on-Trent North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5151,No recorded activity on this area (ledger from 2026-02-03),,
"Debbie Abrahams (Labour, Oldham East and Saddleworth)",,,1,,,,no evidence,,0,mp-votes.html#mp-4212,No recorded activity on this area (ledger from 2026-02-03),,
"Derek Twigg (Labour, Widnes and Halewood)",,,1,,,,no evidence,,0,mp-votes.html#mp-429,No recorded activity on this area (ledger from 2026-02-03),,
"Douglas Lumsden (Conservative, Aberdeen South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5450,No recorded activity on this area (ledger from 2026-02-03),,
