FIVE COLUMNS ANALYSIS (ONLY IF APPROPRIATE)
PLAN STAGE,,,,,,,,,EVALUATE STAGE,
Decision-Maker,# Seats,"""++""","""+""","""0""","""-""","""--""",Target (Y/N),Comments,Vote (Y/N),Comments
"Lord Drayson (Labour, Life peer)",,0,0,0,1,0,,"2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Gove (Conservative, Life peer)",,0,0,0,1,0,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Hussain (Liberal Democrat, Life peer)",,0,0,0,1,0,,"2022-06-21 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Opposes regret motion, effectively backs implementation of NI abortion regulations; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Lilley (Conservative, Life peer)",,0,0,0,1,0,,"2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Mawson (Crossbench, Life peer)",,0,0,0,1,0,,"2022-06-21 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Opposes regret motion, effectively backs implementation of NI abortion regulations; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Spellar (Labour, Life peer)",,0,0,0,1,0,,"2023-10-25 PQ: Abortion: Demonstrations ""To ask the Secretary of State for the Home Department, when she plans to bring into force the provisions of the Public Order Act 2023 introducing safe access zones around abortion clinics."" [-: Presses government to enforce clinic buffer zones, opposing pro-life presence] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Lord Strathclyde (Conservative, Life peer)",,0,0,0,1,0,,"2025-03-12 DEBATE: Spoke: House of Lords (Hereditary Peers) Bill (re: abortion) ""There has been much mention of other faiths, and I agree with the noble and learned Lord, Lord Wallace of Tankerness. As a member of the Church of Scotland, it would be quite nice to hear from a fellow member of that church, and the noble and learned Lord is..."" [0: Discusses church representation, not substantively about abortion] | 2022-06-21 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Opposes regret motion, effectively backs implementation of NI abortion regulations; free vote]",,
"Baroness Gerada (Crossbench, Life peer)",,0,0,0,1,0,,"2026-03-27 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill ""Terminally Ill Adults (End of Life) Bill"" [-: Engages constructively with assisted dying Bill mechanics, implicitly supporting its progress]",,
"Baroness Liddell of Coatdyke (Labour, Life peer)",,0,0,0,1,0,,"2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Manzoor (Conservative, Life peer)",,0,0,0,1,0,,"2022-06-21 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Opposes regret motion, effectively backs implementation of NI abortion regulations; free vote]",,
"Baroness Prashar (Crossbench, Life peer)",,0,0,0,1,0,,"2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Shawcross-Wolfson (Conservative, Life peer)",,0,0,0,1,0,,"2025-10-16 DEBATE: Spoke: Crime and Policing Bill ""Our legislation must catch up. The provisions in the Online Safety Act and the Data Act are an important first step, but more is needed. While running the No. 10 Policy Unit for Rishi Sunak, I pushed for an independent review to look at the problems..."" [-: Advocates tighter online porn regulation beyond current law, favouring expanded state restriction over free speech]",,
"Baroness Stedman-Scott (Conservative, Life peer)",,0,0,0,1,0,,"2022-06-21 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Opposes regret motion, effectively backs implementation of NI abortion regulations; free vote]",,
